sentence,audio_url
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/colleagues/nine.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/colleagues/nine.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/colleagues/our.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/colleagues/our.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/colleagues/our.wav
Schutz enrolled at the University of Vienna from where he received his law degree.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_g4Wjn5d.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/colleagues/our.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/colleagues/our.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/colleagues/sharp.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/colleagues/sharp.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/colleagues/sharp.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/colleagues/sharp.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/colleagues/sharp.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/colleagues/starts.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/colleagues/starts.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/colleagues/starts.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/colleagues/starts.wav
Our meeting starts at nine sharp.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/colleagues/starts.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/customer/for.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/customer/for.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/customer/for.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/customer/for.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/customer/for.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/customer/is.wav
"However, there are other forces changing the rotation rate of the Earth.",https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_4yq1hHa.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/customer/is.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/customer/is.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/customer/is.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/customer/is.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/customer/order.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/customer/order.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/customer/order.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/customer/order.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/customer/order.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/customer/pickup.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/customer/pickup.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/customer/pickup.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/customer/pickup.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/customer/pickup.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/customer/ready.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/customer/ready.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/customer/ready.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/customer/ready.wav
It was one of the earliest examples of nearline storage.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_kd0YJ2U.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/customer/ready.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/customer/your.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/customer/your.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/customer/your.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/customer/your.wav
Your order is ready for pickup.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/customer/your.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/family/always.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/family/always.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/family/always.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/family/always.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/family/always.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/family/breakfast.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/family/breakfast.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/family/breakfast.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/family/breakfast.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/family/breakfast.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/family/make.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/family/make.wav
What a reception they got.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_BcsAZgw.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/family/make.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/family/make.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/family/make.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/family/on.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/family/on.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/family/on.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/family/on.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/family/on.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/family/sundays.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/family/sundays.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/family/sundays.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/family/sundays.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/family/sundays.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/family/you.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/family/you.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/family/you.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/family/you.wav
You always make breakfast on Sundays.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/family/you.wav
Unauthorized thinking of it is prohibited.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_Z6kyVNw.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/friends/downtown.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/friends/downtown.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/friends/downtown.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/friends/downtown.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/friends/downtown.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/friends/explore.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/friends/explore.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/friends/explore.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/friends/explore.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/friends/explore.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/friends/let's.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/friends/let's.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/friends/let's.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/friends/let's.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/friends/let's.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/friends/plans.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/friends/plans.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/friends/plans.wav
"Unlike the macaques, it avoids humans.",https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_x8ZgdQ0.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/friends/plans.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/friends/plans.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/friends/tonight.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/friends/tonight.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/friends/tonight.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/friends/tonight.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/friends/tonight.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/friends/without.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/friends/without.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/friends/without.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/friends/without.wav
Let's explore downtown tonight without plans.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/friends/without.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/lover/adore.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/lover/adore.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/lover/adore.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/lover/adore.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/lover/adore.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/lover/every.wav
Say what you have got to say!,https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_jECSqAy.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/lover/every.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/lover/every.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/lover/every.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/lover/every.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/lover/i.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/lover/i.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/lover/i.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/lover/i.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/lover/i.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/lover/moment.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/lover/moment.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/lover/moment.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/lover/moment.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/lover/moment.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/lover/with.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/lover/with.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/lover/with.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/lover/with.wav
But there it is.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_annotation_check/resolve/main/Task3_Emphasis/audios/recorded_audio_u5Nvy54.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/lover/with.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/lover/you.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/lover/you.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/lover/you.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/lover/you.wav
I adore every moment with you.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/lover/you.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/neighbor/gardening.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/neighbor/gardening.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/PromptTTS++/sample2/Template2/Emphasis/neighbor/gardening.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/UniAudio/sample2/Template2/Emphasis/neighbor/gardening.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/gpt-4o-mini-tts/sample2/Template2/Emphasis/neighbor/gardening.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-large-v1/sample2/Template2/Emphasis/neighbor/my.wav
Please return my gardening tools soon.,https://huggingface.co/datasets/wizzzzzzzzz/TTS_audio/resolve/main/Parler-TTS-mini-v1/sample2/Template2/Emphasis/neighbor/my.wav
